word,length,fre,pmi,entropy
减少,2,0.0013882948346352082,5.414699845639625,3.7023850136401353
组织,2,0.000571088580856824,6.827014803978168,3.6994065479846783
接受,2,0.0002556756408020091,4.8495607720613245,3.6894515118837212
必须,2,0.00023894919701122343,6.788128989861635,3.679286423364392
有效,2,0.00044683499841098785,3.3861854366007047,3.6786564562360518
提高,2,0.00023178072110088675,4.872911764497666,3.677681069643106
蛋白,2,0.001242535824458362,6.245848770393801,3.6760202860544213
新生儿,3,0.0002293912291307745,6.094402929649437,3.6731979013821707
用于,2,0.0032688250151135367,3.029219793057714,3.673065458230875
有关,2,0.0002556756408020091,3.6445665451333378,3.665181505858938
可能,2,0.001335726011292739,3.1080044307284567,3.6647677094675015
药物,2,0.004391886241066287,3.7289979296741484,3.6631664731795017
引起,2,0.0017467186301520434,5.965006869141701,3.652397048420887
部分,2,0.00040621363491907987,4.15570272836473,3.648918784958976
疼痛,2,0.0003799292232478453,6.241125918742472,3.646052944842242
刺激,2,0.0005304672173649161,5.754460050936543,3.645828763561272
促进,2,0.00042771906265008994,5.750773342484805,3.6448891878820024
达到,2,0.00029629700429391705,6.06993109885285,3.637298677002905
补充,2,0.00023894919701122343,7.1651997540582775,3.6346721631899284
吸收,2,0.0010179235792678119,6.018085441771713,3.6267066505083663
一般,2,0.0005089617896339059,4.845062281411311,3.6264464094332096
影响,2,0.0007861428581669251,7.115394768346947,3.6239941593243055
可引起,3,0.00048028788599255914,3.387671062151519,3.6154574404149877
便秘,2,0.00026045462474223356,7.383748148407024,3.611359114340017
水平,2,0.0004086031268891921,5.019082004825464,3.6110464572687153
或其他,3,0.00016248545396763193,3.0064754428278047,3.607317501621137
如果,2,0.00022700173716066227,4.869666009485092,3.6067201806938862
慢性,2,0.0006069309604085076,3.736921761232763,3.6057583769774957
明显,2,0.0004324980465903144,6.455871583575578,3.5811079643112773
感染,2,0.0018375193250163083,5.778180876192914,3.580983769564651
局部,2,0.0005041828056936814,6.118671327853238,3.577761845745221
给予,2,0.00040621363491907987,6.060581539321687,3.5756807178936834
老年人,3,0.00022461224519055003,5.473587540352399,3.572272939622037
疗效,2,0.0005902045166177219,3.7152994384645757,3.5700760020186433
导致,2,0.0008172062537783842,5.596791015169545,3.569863347979456
本品,2,0.002814821540792212,5.368110123135081,3.568432022118522
适用于,3,0.000346476335666274,4.012949815794116,3.5650268259558864
伴有,2,0.00016487494593774417,4.404086344885642,3.559850945177889
高血压,3,0.00047789839402244687,4.900910946141512,3.5543791401587295
头痛,2,0.00032019192399503944,4.996767035789332,3.5527268441783795
同时,2,0.0006379943560199666,4.23054007127625,3.551015331021258
开始,2,0.0004563929662914368,6.735113143036113,3.5428708457747415
中毒,2,0.0005376356932752527,4.039164532552397,3.540269933018429
轻度,2,0.0002700125926226825,4.509529909006973,3.5393663269866025
状态,2,0.00015770647002740748,5.398607680465728,3.526320667565303
采用,2,0.0002007173254894277,3.341779498394808,3.5246627044988625
儿童,2,0.001163682589444658,6.179916721946841,3.523057957179449
痤疮,2,0.0001720434218480809,8.199497651059302,3.5228323381743
形成,2,0.0004253295706799777,5.105085653391185,3.516946498561823
溶液,2,0.00032019192399503944,4.637377356529543,3.509273703830205
直接,2,0.0002795705605031314,6.200098817053002,3.508987643737961
升高,2,0.0006977316552727725,5.459214949694145,3.5079038855066087
每日,2,0.0003751502393076208,3.853695281808164,3.503361537639412
手术,2,0.00034886582763638625,7.12756326777861,3.5025369056732685
调节,2,0.000305854972174366,5.46960442203464,3.5014179614943917
异常,2,0.0004372770305305389,4.413797247224475,3.501054464981938
正常,2,0.0004707299181121102,5.039482390218208,3.4897042073788547
至少,2,0.00021983326125032558,4.364968304953681,3.4841564815795922
细菌,2,0.0005973729925280586,3.3573159976230667,3.4833977699088106
持续,2,0.00045400347432132454,6.119867340012169,3.480124934815157
腹泻,2,0.0005041828056936814,6.521398263482238,3.4776102425472417
根据,2,0.0004372770305305389,7.261947227313199,3.4735321310502925
血清,2,0.00038470820718806975,3.725491691351663,3.4719916975990426
的风险,3,0.0002222227532204378,3.1093546217212604,3.470494328740752
主要,2,0.0011851880171756682,5.882919060000276,3.466762917501332
罕见,2,0.00014336951820673408,6.373500132831891,3.460185905058764
皮疹,2,0.00028912852838358037,5.002890214658751,3.457316523937824
其他,2,0.001366789406904198,5.280601768459851,3.444301489607778
特别是,3,0.00012186409047572396,5.510380889888684,3.4442536333952467
病情,2,0.00019354884957909098,4.085066330270464,3.4385341831531413
进入,2,0.0002365597050411112,4.959378711668303,3.425822656973177
常见,2,0.0007550794625554661,4.677663525955663,3.414230003751647
表现为,3,0.00021266478533998886,5.034387513380042,3.391239587298896
参与,2,8.602171092404044e-05,4.450209568900055,3.390978054967237
人体,2,0.00021027529336987662,3.054414388475116,3.3892153376128475
时间,2,0.0008411011734795065,4.285738998588096,3.3854810219528364
胃肠道,3,0.00046834042614199797,5.931377252090044,3.3851447812734
个月,2,0.0004635614422017735,6.3732292146896175,3.380441820473567
疗程,2,0.0004372770305305389,4.358227541786786,3.3724120797185475
细胞内,3,0.00017682240578830534,3.0613000758572024,3.3718472961254213
效果,2,0.00031541294005481496,5.1244830683172005,3.3707900019256805
活性,2,0.001039429006998822,3.8652040184082885,3.370784946530406
体重,2,0.0004038241429489676,3.2460598762756048,3.369007881900719
营养,2,0.0003034654802042538,7.877657298506314,3.3636999404286625
测定,2,0.00017682240578830534,5.022443144781235,3.3611199346617275
溶解,2,0.0002293912291307745,5.075709204730515,3.360840330837619
分泌,2,0.0007741953983163639,5.445428462563168,3.3577419662331565
现象,2,0.00010513764668493831,5.6397304420641845,3.350818657052635
少见,2,0.00014336951820673408,3.6019199835469946,3.347718876135002
纠正,2,0.00011230612259527501,7.240647304766351,3.3448187887481025
维持,2,0.0005591411210062628,5.4464477949171215,3.337417683782854
停药,2,0.0004922353458431202,3.3558827494197114,3.3317624683884643
偶见,2,0.00018876986563886653,5.877898008170992,3.327374277134597
选择性,3,0.00028673903641346815,4.047951197681535,3.3248458476240197
防止,2,0.00019832783351931546,5.252156983079391,3.3214960030092353
注射,2,0.002487461140886836,5.185878853373051,3.3214652111415313
头晕,2,0.00018876986563886653,6.084004970987464,3.3198746617826167
减轻,2,0.00021266478533998886,4.605417515566324,3.316070894467981
红霉素,3,0.00016009596199751972,4.849331749409592,3.3152485527816813
类药物,3,0.0010824398624608423,3.9246551857631475,3.3134216279145496
雌激素,3,0.0002843495444433559,4.882492360617494,3.313031566840861
可导致,3,0.00017682240578830534,3.148033969983787,3.3086995363186555
茶碱,2,0.00016965392987796865,6.580358024463983,3.303609895355186
肌肉,2,0.00026045462474223356,5.976494661821099,3.2995573209540234
合成,2,0.0006571102917808645,3.6981239870137603,3.2917885582013704
成人,2,0.0010059761194172506,4.979240564317356,3.2868626544448425
试验,2,0.00023178072110088675,7.463103806929522,3.2853257618069827
失眠,2,0.0001385905342665096,6.139738803837891,3.282213023670266
神经,2,0.0011397876697435358,5.638019390154119,3.2778589884724196
银屑病,3,0.0001242535824458362,5.384349314400724,3.277700273036337
干扰,2,0.00027479157656290693,7.3373497576810625,3.2768606762660566
从而,2,0.0004253295706799777,5.608601714108462,3.2745124491321493
震颤,2,0.00010274815471482609,8.603952147661543,3.2733427787872356
炎症,2,0.00024133868898133567,3.1131137659220025,3.271461289478957
监测,2,0.0005232987414545793,6.995239003135507,3.269921563420214
相同,2,0.00011230612259527501,3.710549508793875,3.2674648538630997
完全,2,0.00022461224519055003,5.959841521089348,3.26647945966849
所以,2,8.841120289415267e-05,3.0261441523747497,3.259569334432238
含有,2,0.00015531697805729524,3.5494372353141324,3.2589161017656814
某些,2,0.0001385905342665096,7.4786273865972674,3.258311396754406
男性,2,0.00017682240578830534,4.270094248662161,3.2563694179110723
复发,2,0.00018160138972852981,3.5538225917667883,3.2541304935541113
地高辛,3,0.00020310681745953994,7.017503753452141,3.253174130214463
也是,2,7.64637430435915e-05,3.1900786760894806,3.2491274088747426
分解,2,0.00011947459850561172,3.3716445415688345,3.2483442427780993
婴儿,2,0.00022700173716066227,6.001693531545169,3.246756746384984
肝脏,2,0.0004563929662914368,4.97145838476421,3.246340683571311
异烟肼,3,0.00014336951820673408,6.672150435717975,3.2449413579012814
也有,2,0.0001385905342665096,3.000364676033191,3.244933471185781
咳嗽,2,0.00010513764668493831,8.11611604212025,3.2428333685034034
吸入,2,0.0003034654802042538,4.99515763547019,3.2391894764358207
早期,2,0.00011230612259527501,4.0420147148859416,3.236496431944763
下降,2,0.00028673903641346815,4.280697661352132,3.2347475688351386
疾病,2,0.0007622479384658028,5.274609686333538,3.2323946855798855
结构,2,0.00027479157656290693,6.017793013376196,3.2306261387587893
显著,2,0.0002461176729215601,7.087467970328724,3.229792059001531
但对,2,0.00010274815471482609,3.099731107381907,3.2289348135573652
心绞痛,3,0.0001672644379078564,5.426986571585195,3.228896663472411
大部分,3,9.796917077460161e-05,4.601531904827914,3.222966718664877
毒性,2,0.0009462388201644448,3.4975164358204984,3.2215353501942436
利福平,3,0.00021266478533998886,6.223952138566128,3.2196411730117847
检查,2,0.00032736039990537613,7.618752894978698,3.2195482967201543
眩晕,2,0.00013381155032628512,7.810839661267519,3.2155339524185833
甚至,2,0.0001672644379078564,6.646584082430304,3.1928978465720665
低血糖,3,0.00022700173716066227,4.845435053891777,3.189831459146335
阴道,2,0.0002437281809514479,5.357327994981015,3.18697228104061
体内,2,0.0004038241429489676,3.315497422786559,3.1858273629491087
相关,2,0.0003703712553673963,5.336225014470815,3.1852665942663996
也可,2,0.0003727607473375086,3.556935023680844,3.183190197048522
病毒,2,0.0004038241429489676,3.682294463757943,3.1790683329747456
动脉,2,0.0002485071648916724,4.1763192471011745,3.1737110984165118
还可,2,0.0001672644379078564,3.4508113039600707,3.1726792980312517
雄激素,3,0.00015053799411707077,4.890860610288011,3.170772497345273
应避免,3,0.00020788580139976439,3.577660536490996,3.1699740860921892
因子,2,0.0005830360407073852,5.054743395673957,3.1699224712326988
兴奋,2,0.0001672644379078564,8.586439722576912,3.1692282613482283
消毒,2,0.00010752713865505055,3.9226866150079953,3.163199521323637
途径,2,0.00012903256638606067,8.778626253218306,3.1606818299682766
～个月,3,8.602171092404044e-05,3.6911948954083376,3.1599289947805884
肿瘤,2,0.00042055058673975325,6.3527560474138935,3.1581008301988054
葡萄糖,3,0.0004874563619028958,5.42120273376712,3.1575257113129016
嗜睡,2,0.00011708510653549949,6.856727838721053,3.1524916560842837
激活,2,0.00015531697805729524,3.5053064031661685,3.152246884007483
氯霉素,3,0.00012903256638606067,4.534038471153464,3.149173058680431
可出现,3,0.00027479157656290693,3.1414449953094654,3.1477033845787186
应该,2,0.00011230612259527501,3.1082795546488424,3.1434892576836875
循环,2,0.00019115935760897874,6.69513044121043,3.1379887048852604
肝毒性,3,0.00011708510653549949,3.8116759502903577,3.13487846797499
造成,2,0.0001242535824458362,5.108371589156144,3.1316779098161844
哮喘,2,0.0004086031268891921,7.620478865267542,3.129292159731745
及其他,3,0.0001385905342665096,3.3253285867447713,3.1292816728561115
敏感,2,0.0005209092494844671,4.5064942827822,3.1289637908412047
垂体,2,0.00017921189775841758,5.3927175640712415,3.127779017668248
发育,2,0.00013142205835617288,4.458310792435422,3.1228671813827993
已经,2,5.734780728269363e-05,4.05559257504043,3.1202915653012844
相似,2,0.00013142205835617288,5.644227089413554,3.11180404123445
糖尿病,3,0.0004038241429489676,5.360956434826019,3.111402060500335
～周,2,0.0002150542773101011,3.4784141311296746,3.1106601490249255
合并,2,0.00020549630942965217,3.3342914903633103,3.1078794793506455
比较,2,8.124272698381597e-05,4.3276255099109795,3.103237237705473
大多数,3,9.796917077460161e-05,5.503223837280917,3.0980848941162393
运动,2,0.0001863803736687543,5.7356871068904685,3.0978949726793252
迅速,2,0.0002461176729215601,6.897057600376273,3.095261628520172
禁忌,2,0.0007096791151233337,6.134981759596141,3.0938394854101405
稳定,2,0.00026523360868245803,6.335590610226955,3.092582927313758
情况,2,0.00039187668309840644,7.168780518151966,3.0876977856312675
与其他,3,0.00025328614883189687,3.6583275476544213,3.0861763563392657
浓度,2,0.0016726443790785642,5.59422194028197,3.0856728548882564
口腔,2,0.0001863803736687543,5.0505707206954185,3.0853369139738707
重度,2,0.0002843495444433559,3.116591657970969,3.0830729890633117
死亡,2,0.00016487494593774417,7.320569246785492,3.0779210958801455
瘙痒,2,0.0002150542773101011,8.35946230075198,3.075077915024811
保护,2,0.00014098002623662184,7.521946776237635,3.0744233266143723
年龄,2,9.796917077460161e-05,6.54311948931107,3.0732680099505814
肾毒性,3,0.00015770647002740748,3.998054953280834,3.072906176565272
第日,2,0.00011947459850561172,3.2329832651813084,3.06955944645284
各种,2,0.0002795705605031314,6.197826842776413,3.0694653461503987
增强,2,0.0004611719502316612,4.688945937443799,3.0649844394767123
能够,2,7.885323501370374e-05,4.536679499387697,3.060562356770618
破坏,2,9.796917077460161e-05,7.692539517610893,3.0605058601026656
多种,2,0.00021983326125032558,4.338151276150585,3.055985958023526
程度,2,0.00016009596199751972,3.805002030926314,3.0510704380607723
抗生素,3,0.00025328614883189687,3.9545220140524817,3.049494219746709
任何,2,0.00016248545396763193,8.533415607875417,3.0490609281392453
以上,2,0.0005280777253948039,4.270339585815088,3.0448059156115788
顺铂,2,0.00010752713865505055,8.364919340215037,3.0440500241168413
输注,2,0.0001242535824458362,4.414252022755916,3.0440492707695554
生长,2,0.00035842379551683515,3.4676687658274203,3.0425366806672143
停药后,3,0.00011469561456538725,4.0853031007226175,3.0399511455247636
阻止,2,9.319018683437715e-05,4.205057604302009,3.039384112231737
恢复,2,0.00022700173716066227,6.66029561835175,3.0355697162429864
排出,2,0.00023178072110088675,4.403367044746126,3.022658749590253
心脏,2,0.00032974989187548834,4.423469778306674,3.022390257531232
红细胞,3,0.00016009596199751972,4.223625849645179,3.0222809965823325
属于,2,0.00011947459850561172,3.0526100317541056,3.021483714214604
大剂量,3,0.0004970143297833448,4.015286144961894,3.017881007527785
离子,2,0.0002795705605031314,6.114571363937111,3.015103840357316
可增加,3,0.0003823187152179575,3.069341701408122,3.0149057400162693
结合,2,0.0006666682596613134,4.2570583563184705,3.0126879208189137
发挥,2,0.0002222227532204378,5.496528123434511,3.012142355822689
两种,2,9.319018683437715e-05,4.969402942586313,3.01031686038804
例如,2,9.557967880448937e-05,5.0780429280767345,3.0102665395890558
口干,2,0.00010035866274471385,4.151229547135037,3.009222011606313
限制,2,8.36322189539282e-05,3.9965233886297282,3.005297402853373
推荐,2,0.0006188784202590688,7.274548856442032,3.0029498984831133
脂肪,2,0.00032019192399503944,7.157532398055844,2.9989553361747134
然后,2,9.080069486426491e-05,4.28921529010894,2.9988045188585843
短期,2,7.407425107347926e-05,3.64247519889707,2.997756703271982
吗啡,2,7.168475910336704e-05,8.604962759167465,2.9966356757792134
适应证,3,0.0010896083383711789,6.257321171556037,2.9931939516361474
释放,2,0.00025328614883189687,6.390496375396741,2.991789086854385
主要是,3,9.080069486426491e-05,3.3270536037021277,2.989862464290406
损伤,2,0.00020549630942965217,6.145036933367306,2.9881858355671533
细胞膜,3,0.00014814850214695853,3.7406025071911406,2.987553919063147
每周,2,0.00015053799411707077,4.119751888258354,2.9847624238146073
叶酸,2,0.00018160138972852981,4.969335641041717,2.981600512976383
间隔,2,0.00021266478533998886,5.278307850865257,2.9806694146609
全身,2,0.0002700125926226825,5.665562678615432,2.977835346424192
速度,2,0.0002007173254894277,3.997469187375185,2.976902908379108
睡眠,2,8.602171092404044e-05,6.872922524641034,2.9768269466692368
冲洗,2,5.973729925280586e-05,7.924768674118983,2.9761388013384344
转运,2,0.00010752713865505055,6.005175833381044,2.9746392292894064
接触,2,0.0002007173254894277,6.663142595363678,2.9721464768776236
心率,2,0.00010752713865505055,3.4399581756004087,2.969270950004702
一过性,3,7.168475910336704e-05,4.315265967308882,2.967867468534036
青光眼,3,9.080069486426491e-05,7.376085275661455,2.9671507217284234
处理,2,9.557967880448937e-05,5.749298724892742,2.967114228721288
饮食,2,6.92952671332548e-05,6.153092089433194,2.966826759892553
②用于,3,7.64637430435915e-05,3.0731684585567485,2.96494972607163
障碍,2,0.0005495831531258139,7.08706821683805,2.961879870400023
临床上,3,9.080069486426491e-05,3.0833073522102965,2.960501470696431
不宜,2,0.0004324980465903144,4.3109761350775635,2.957521107807305
是否,2,0.00011947459850561172,5.464260954275131,2.9532443654722726
受体,2,0.0013166100755318412,4.844837469569954,2.9516363963100245
心悸,2,7.407425107347926e-05,5.678300999866101,2.9508045797183735
摄入,2,0.00010752713865505055,5.929076489842396,2.949264253185602
上述,2,0.0001720434218480809,6.018930090038049,2.9477304092187127
免疫,2,0.0003321393838456006,6.666434901999895,2.9469900272778307
膀胱,2,0.00016248545396763193,8.455793409690411,2.9460235267091477
出汗,2,6.92952671332548e-05,5.318565609774263,2.9370665455009894
阿托品,3,6.92952671332548e-05,5.307178764561736,2.9370665455009894
服药后,3,6.690577516314256e-05,3.535507905817666,2.9361204069980924
最好,2,5.4958315312581395e-05,4.873143328199089,2.931923293010705
环孢素,3,8.841120289415267e-05,4.8641923632058495,2.928891586262851
停止,2,0.0002724020845927947,5.485469927652755,2.927840673340765
避免,2,0.0005615306129763751,6.553247102953086,2.927593048295925
病变,2,0.000152927486087183,3.505361477838259,2.9254323169396383
消失,2,0.00012664307441594843,4.840627361006618,2.925164555492173
性疾病,3,0.00021744376928021334,3.0937241938638786,2.924537385156477
每次,2,0.0002508966568617846,3.3074892268082463,2.9224388991237644
阶段,2,6.451628319303034e-05,8.830524691345957,2.91704765594493
内源性,3,7.407425107347926e-05,4.3163070918172926,2.917046634959371
转化为,3,9.557967880448937e-05,4.935440651067354,2.9155145152632613
黏膜,2,0.00032497090793526386,5.885798082726714,2.9098804753853234
此外,2,0.00010752713865505055,4.200430418939537,2.909196122155861
重要,2,0.00017682240578830534,3.019209825283143,2.908706223177409
计算,2,7.407425107347926e-05,7.4372641017471315,2.908318357393279
在体内,3,0.00011708510653549949,4.260349864285985,2.907991591327729
减慢,2,9.557967880448937e-05,3.489074781313991,2.907019563423492
诱发,2,0.00015053799411707077,4.382499979879464,2.9067164285605314
过敏者,3,0.00041577160279952877,3.7873616701949877,2.9019902124441486
快速,2,0.0001720434218480809,5.784651989575829,2.9015180469548167
充分,2,9.080069486426491e-05,4.094610082603671,2.901308297578662
组成,2,0.00010035866274471385,3.4214917507485643,2.9004624252731603
很少,2,6.451628319303034e-05,4.678113016984826,2.8976680950647613
系统,2,0.0007718059063462517,6.91172227378052,2.8967512263015216
耐受,2,0.0002819600524732437,5.1319143982816335,2.895994203686454
增多,2,0.00019593834154920322,3.185812928485045,2.890833006009425
排泄,2,0.00039904515900874313,6.889990433153181,2.888780026680916
均有,2,6.690577516314256e-05,3.032180721217851,2.8866098941009533
氟康唑,3,7.64637430435915e-05,6.3833991135259796,2.8862023141021287
昏迷,2,0.00011230612259527501,8.746748023674769,2.881972295770393
易发生,3,0.00014098002623662184,4.963559667936401,2.8790593181677866
诱导,2,0.000305854972174366,6.12834443897002,2.8778755232949056
不推荐,3,0.00017921189775841758,3.590166857054732,2.877821830956175
方面,2,9.319018683437715e-05,5.28485936221464,2.8768455944678157
呋塞米,3,6.92952671332548e-05,7.4513683360820036,2.871220252229113
基因,2,0.00010752713865505055,3.5151305999714983,2.870838512495624
分子,2,0.00019593834154920322,3.596569637519691,2.86993875162259
以免,2,9.796917077460161e-05,3.3383888913443394,2.8687073359076227
不足,2,0.00016009596199751972,4.016919587794002,2.864953376028684
评估,2,6.21267912229181e-05,7.67736495637862,2.864738512190568
氨基酸,3,0.00023417021307099898,4.47304548628271,2.864156047445309
检测,2,7.407425107347926e-05,5.358608208922687,2.8635991844539275
称为,2,8.36322189539282e-05,4.6324911064847845,2.859835952288888
所致,2,0.0006547207998107523,5.5350899846330615,2.859805978860224
保持,2,7.64637430435915e-05,5.103907746722934,2.8592321198097737
麻痹,2,8.841120289415267e-05,7.71868310570935,2.858966270530807
会增加,3,7.885323501370374e-05,3.924443135937588,2.858717047647872
抗酸药,3,8.124272698381597e-05,3.7713943098786906,2.858597056331374
肾脏,2,0.00032258141596515165,4.5130042942306865,2.8578801864558714
蛋白质,3,0.0002007173254894277,4.352924555041763,2.855650655172935
蓄积,2,9.319018683437715e-05,7.571409379709483,2.8551753085185276
起效,2,0.00018399088169864205,3.412005908277256,2.8549521463674434
肾小管,3,0.00014098002623662184,5.536618526128278,2.854389558334535
禁用于,3,0.00029390751232380484,3.7216596607349905,2.8517087012064035
孕激素,3,9.080069486426491e-05,4.541749974795075,2.851057179029071
分布,2,0.00015053799411707077,4.568577077218519,2.8471002218654844
都有,2,5.0179331372356924e-05,3.5917965091532738,2.8464803861348664
器官,2,9.796917077460161e-05,7.769934991372077,2.846242597106901
进一步,3,5.734780728269363e-05,6.352641742104288,2.8456384931342567
观察,2,0.00014098002623662184,8.708114955930064,2.8451487325688007
降钙素,3,7.885323501370374e-05,4.8610076471383294,2.84495866356537
小剂量,3,0.00014814850214695853,3.011383424644879,2.841998041955766
缓慢,2,0.00027479157656290693,5.572186051882789,2.84150479862405
收缩,2,0.00020549630942965217,5.890753605876062,2.8405657528802517
易引起,3,5.2568823342469156e-05,3.8958813285515266,2.8389889331546985
睾酮,2,8.602171092404044e-05,6.1284243590499825,2.8373289105382637
进食,2,8.124272698381597e-05,4.219252062214751,2.8357758891848963
并且,2,5.4958315312581395e-05,4.504549691108985,2.83412587655526
方法,2,0.00012903256638606067,4.437159734043807,2.8341251781890677
宫颈,2,0.00010991663062516279,7.182241681897477,2.8301378315514825
耐药,2,0.00035842379551683515,3.4441069828345503,2.828407547108746
可能会,3,0.00012186409047572396,4.65936152798512,2.8237987757884677
溃疡,2,0.0003608132874869474,7.901004662503305,2.8221074708590685
华法林,3,0.0002795705605031314,6.83074759959032,2.819249213837587
较大,2,0.00010991663062516279,3.5352349849156797,2.815753242815646
的报道,3,5.2568823342469156e-05,3.1986731718573185,2.815204926619946
调整,2,0.0007049001311831091,6.614908295577653,2.815093937661453
手术后,3,6.451628319303034e-05,3.8542085029003004,2.814359184750864
行为,2,6.451628319303034e-05,3.07487826191527,2.814359184750864
缺乏,2,0.0004659509341718857,6.908727539477769,2.812307587358856
不宜与,3,5.4958315312581395e-05,3.2810246295854757,2.8113759572611494
复方,2,0.00022461224519055003,5.348518478419327,2.8051024455066687
延长,2,0.0004038241429489676,5.9563332483507185,2.804420599025183
之间,2,9.080069486426491e-05,4.861296121411724,2.7982211787484523
直至,2,0.0001242535824458362,5.094716021817682,2.7978291480332977
稀释,2,0.00023178072110088675,7.047559173833424,2.7935424928258468
气道,2,8.602171092404044e-05,4.01287781272803,2.7918020799733863
问题,2,5.2568823342469156e-05,9.478693876622826,2.791420920085194
肿胀,2,6.21267912229181e-05,5.72738148193567,2.7912945696950127
部位,2,0.00032974989187548834,5.597653149866356,2.7888898135598343
长期,2,0.0005567516290361506,4.179955461389173,2.784805386654508
合用时,3,0.00035125531960649846,3.568748511064288,2.7834834090038894
可分为,3,6.451628319303034e-05,3.3496436665622804,2.7823945100339995
混合,2,0.00011708510653549949,4.590644267667678,2.7779035198757067
强效,2,0.00010991663062516279,3.536129893799883,2.775746263775592
已有,2,6.451628319303034e-05,3.289465316485261,2.775600062990527
半衰期,3,0.0003416973517260495,5.395873800252678,2.773465422030387
特异性,3,0.00016009596199751972,4.262288968374448,2.772703342903378
排便,2,7.407425107347926e-05,4.7632960066228,2.771927887960968
广泛,2,9.319018683437715e-05,8.249090813130554,2.770207566689362
小时,2,0.0003727607473375086,3.551259432910074,2.7689897571331947
功能,2,0.003046602261893099,5.036584577807027,2.7663532041936834
全身性,3,7.168475910336704e-05,3.021865353081688,2.763279233291167
除了,2,4.7789839402244686e-05,4.789642206654031,2.76162571219778
禁忌证,3,7.885323501370374e-05,4.40684589835858,2.7579642930193433
合用可,3,0.0005471936611557017,3.475243586112005,2.7575747595067917
血液中,3,6.92952671332548e-05,3.402872334350669,2.757570705125515
血容量,3,7.407425107347926e-05,4.396325740590791,2.7541133014931725
消除,2,0.00014336951820673408,5.050857705917649,2.753808312026929
痛风,2,0.0001863803736687543,4.679848561031127,2.7531906019379044
而且,2,5.2568823342469156e-05,4.213812848662247,2.7521915465690423
这种,2,5.4958315312581395e-05,4.490343091492511,2.7511022893863717
尿液,2,0.000152927486087183,3.0407867702204374,2.7505621605777275
磷酸,2,0.00028673903641346815,4.814960014638322,2.74910540059136
一般不,3,8.841120289415267e-05,3.0791325521527586,2.748867391639861
加速,2,9.080069486426491e-05,3.3737978534383606,2.7472817399857
青霉素,3,0.00033691836778582503,4.66347076809235,2.7460871070187287
降解,2,7.64637430435915e-05,3.4626415242458357,2.7452716850910517
生理,2,0.0001242535824458362,3.066420797299204,2.7421920981296326
